1	0	0
2	30.1587	0
3	53.3577	0
4	71.2031	0
5	84.9303	0
6	95.4897	0
7	103.612	0
8	109.86	0
9	114.667	0
10	118.364	0
11	121.208	0
12	123.395	0
13	125.078	0
14	126.373	0
15	127.368	0
16	128.134	0
17	128.724	0
18	129.177	0
19	129.526	0
20	129.794	0
21	130	0
22	132	0
23	134	0
24	136	0
25	138	0
26	140	0
27	142	0
28	144	0
29	146	0
30	148	0
31	150	0
32	0	8.87837
33	30.1587	8.87837
34	53.3577	8.87837
35	71.2031	8.87837
36	84.9303	8.87837
37	95.4897	8.87837
38	103.612	8.87837
39	109.86	8.87837
40	114.667	8.87837
41	118.364	8.87837
42	121.208	8.87837
43	123.395	8.87837
44	125.078	8.87837
45	126.373	8.87837
46	127.368	8.87837
47	128.134	8.87837
48	128.724	8.87837
49	129.177	8.87837
50	129.526	8.87837
51	129.794	8.87837
52	130	8.87837
53	132	8.87837
54	134	8.87837
55	136	8.87837
56	138	8.87837
57	140	8.87837
58	142	8.87837
59	144	8.87837
60	146	8.87837
61	148	8.87837
62	150	8.87837
63	0	15.2201
64	30.1587	15.2201
65	53.3577	15.2201
66	71.2031	15.2201
67	84.9303	15.2201
68	95.4897	15.2201
69	103.612	15.2201
70	109.86	15.2201
71	114.667	15.2201
72	118.364	15.2201
73	121.208	15.2201
74	123.395	15.2201
75	125.078	15.2201
76	126.373	15.2201
77	127.368	15.2201
78	128.134	15.2201
79	128.724	15.2201
80	129.177	15.2201
81	129.526	15.2201
82	129.794	15.2201
83	130	15.2201
84	132	15.2201
85	134	15.2201
86	136	15.2201
87	138	15.2201
88	140	15.2201
89	142	15.2201
90	144	15.2201
91	146	15.2201
92	148	15.2201
93	150	15.2201
94	0	19.7498
95	30.1587	19.7498
96	53.3577	19.7498
97	71.2031	19.7498
98	84.9303	19.7498
99	95.4897	19.7498
100	103.612	19.7498
101	109.86	19.7498
102	114.667	19.7498
103	118.364	19.7498
104	121.208	19.7498
105	123.395	19.7498
106	125.078	19.7498
107	126.373	19.7498
108	127.368	19.7498
109	128.134	19.7498
110	128.724	19.7498
111	129.177	19.7498
112	129.526	19.7498
113	129.794	19.7498
114	130	19.7498
115	132	19.7498
116	134	19.7498
117	136	19.7498
118	138	19.7498
119	140	19.7498
120	142	19.7498
121	144	19.7498
122	146	19.7498
123	148	19.7498
124	150	19.7498
125	0	22.9854
126	30.1587	22.9854
127	53.3577	22.9854
128	71.2031	22.9854
129	84.9303	22.9854
130	95.4897	22.9854
131	103.612	22.9854
132	109.86	22.9854
133	114.667	22.9854
134	118.364	22.9854
135	121.208	22.9854
136	123.395	22.9854
137	125.078	22.9854
138	126.373	22.9854
139	127.368	22.9854
140	128.134	22.9854
141	128.724	22.9854
142	129.177	22.9854
143	129.526	22.9854
144	129.794	22.9854
145	130	22.9854
146	132	22.9854
147	134	22.9854
148	136	22.9854
149	138	22.9854
150	140	22.9854
151	142	22.9854
152	144	22.9854
153	146	22.9854
154	148	22.9854
155	150	22.9854
156	0	25.2965
157	30.1587	25.2965
158	53.3577	25.2965
159	71.2031	25.2965
160	84.9303	25.2965
161	95.4897	25.2965
162	103.612	25.2965
163	109.86	25.2965
164	114.667	25.2965
165	118.364	25.2965
166	121.208	25.2965
167	123.395	25.2965
168	125.078	25.2965
169	126.373	25.2965
170	127.368	25.2965
171	128.134	25.2965
172	128.724	25.2965
173	129.177	25.2965
174	129.526	25.2965
175	129.794	25.2965
176	130	25.2965
177	132	25.2965
178	134	25.2965
179	136	25.2965
180	138	25.2965
181	140	25.2965
182	142	25.2965
183	144	25.2965
184	146	25.2965
185	148	25.2965
186	150	25.2965
187	0	26.9473
188	30.1587	26.9473
189	53.3577	26.9473
190	71.2031	26.9473
191	84.9303	26.9473
192	95.4897	26.9473
193	103.612	26.9473
194	109.86	26.9473
195	114.667	26.9473
196	118.364	26.9473
197	121.208	26.9473
198	123.395	26.9473
199	125.078	26.9473
200	126.373	26.9473
201	127.368	26.9473
202	128.134	26.9473
203	128.724	26.9473
